nothing	word	time	filler
(1)	"""(1)"""	12	1
(2)	"""(2)"""	12	3
(5)	"""(5)"""	12	1
If	"""If"""	12	1
(4)	"""(4)"""	12	1
(3)	"""(3)"""	12	1
(4)	"""(4)"""	12	1
(1)	"""(1)"""	12	1
(5)	"""(5)"""	12	1
Environmental	"""Environmental"""	12	1
Environmental	"""Environmental"""	12	12
Pipeline	"""Pipeline"""	12	12
Pipeline	"""Pipeline"""	12	3
Marine	"""Marine"""	12	3
Pipeline	"""Pipeline"""	12	5
Changing	"""Changing"""	12	3
Pipeline	"""Pipeline"""	12	3
Uninterruptible	"""Uninterruptible"""	12	3
Tank	"""Tank"""	12	3
Horizontal	"""Horizontal"""	12	3
12	"""12"""	12	2
Wetland	"""Wetland"""	12	12
Caribou	"""Caribou"""	12	2
Quantitative	"""Quantitative"""	12	2
GHG	"""GHG"""	12	3
Construction	"""Construction"""	12	2
Pre-operations	"""Pre-operations"""	12	5
Construction	"""Construction"""	12	4
Wetland	"""Wetland"""	12	6
Old	"""Old"""	12	2
Reports	"""Reports"""	12	2
Secondary	"""Secondary"""	12	12
Traffic	"""Traffic"""	12	2
Updated	"""Updated"""	12	5
Pre-construction	"""Pre-construction"""	12	6
Hydrostatic	"""Hydrostatic"""	12	2
Terminal	"""Terminal"""	12	2
Environmental	"""Environmental"""	12	3
Caribou	"""Caribou"""	12	0
NDE	"""NDE"""	12	2
Emergency	"""Emergency"""	12	3
Heritage	"""Heritage"""	12	4
Emergency	"""Emergency"""	12	12
Natural	"""Natural"""	12	4
Burnaby	"""Burnaby"""	12	3
Westridge	"""Westridge"""	12	5
Contamination	"""Contamination"""	12	3
Pressure	"""Pressure"""	12	2
Condition	"""Condition"""	12	3
Facilities	"""Facilities"""	12	0
Valve	"""Valve"""	12	2
Noise	"""Noise"""	12	6
Groundwater	"""Groundwater"""	12	2
Caribou	"""Caribou"""	12	2
Wildlife	"""Wildlife"""	12	2
Post-construction	"""Post-construction"""	12	2
Consultation	"""Consultation"""	12	2
Engineering	"""Engineering"""	12	4
Construction	"""Construction"""	12	0
Worker	"""Worker"""	12	5
Updates	"""Updates"""	12	5
Utility	"""Utility"""	12	2
Plan	"""Plan"""	12	10
Hydrogeological	"""Hydrogeological"""	12	12
Outstanding	"""Outstanding"""	12	12
8	"""8"""	12	3
Post-construction	"""Post-construction"""	12	8
Commitments	"""Commitments"""	12	2
Westridge	"""Westridge"""	12	5
Pipeline	"""Pipeline"""	12	3
Quality	"""Quality"""	12	3
Riparian	"""Riparian"""	12	3
Offset	"""Offset"""	12	2
Technical	"""Technical"""	12	2
Project	"""Project"""	12	5
Sowaqua	"""Sowaqua"""	12	0
Transient	"""Transient"""	12	2
Construction	"""Construction"""	12	3
Traffic	"""Traffic"""	12	5
Reports	"""Reports"""	12	5
Grasslands	"""Grasslands"""	12	12
SCADA	"""SCADA"""	12	2
Compliance	"""Compliance"""	12	3
Pipeline	"""Pipeline"""	12	0
8	"""8"""	12	5
Fugitive	"""Fugitive"""	12	8
Power	"""Power"""	12	2
Marine	"""Marine"""	12	3
Navigation	"""Navigation"""	12	2
9	"""9"""	12	5
Final	"""Final"""	12	9
Evacuation	"""Evacuation"""	12	3
Access	"""Access"""	12	4
List	"""List"""	12	2
Rare	"""Rare"""	12	12
Facilities	"""Facilities"""	12	2
	""""""	12	12
Burnaby	"""Burnaby"""	12	3
Emergency	"""Emergency"""	12	3
Strain-based	"""Strain-based"""	12	4
Environmental	"""Environmental"""	12	3
Archaeological	"""Archaeological"""	12	2
Rare	"""Rare"""	12	12
Post-construction	"""Post-construction"""	12	2
Valve	"""Valve"""	12	2
Post-construction	"""Post-construction"""	12	3
Contingency	"""Contingency"""	12	2
Groundwater	"""Groundwater"""	12	2
Westridge	"""Westridge"""	12	2
Commitments	"""Commitments"""	12	3
Phased	"""Phased"""	12	5
Unless	"""Unless"""	12	5
Quality	"""Quality"""	12	5
High-voltage	"""High-voltage"""	12	3
Confirmation	"""Confirmation"""	12	3
Reactivation	"""Reactivation"""	12	4
Tank	"""Tank"""	12	6
Updated	"""Updated"""	12	3
Caribou	"""Caribou"""	12	5
Fugitive	"""Fugitive"""	12	2
Marine	"""Marine"""	12	2
Pipeline	"""Pipeline"""	12	2
Slack	"""Slack"""	12	3
Marine	"""Marine"""	12	3
Riparian	"""Riparian"""	12	12
Secondary	"""Secondary"""	12	2
Firefighting	"""Firefighting"""	12	2
Air	"""Air"""	12	4
Visual	"""Visual"""	12	2
9	"""9"""	12	5
Joining	"""Joining"""	12	9
Burnaby	"""Burnaby"""	12	3
Notification	"""Notification"""	12	2
Grasslands	"""Grasslands"""	12	4
Reporting	"""Reporting"""	12	2
Watercourse	"""Watercourse"""	12	4
Hydrology	"""Hydrology"""	12	2
As	"""As"""	12	2
"Aboriginal,"	"""Aboriginal,"""	12	5
Burnaby	"""Burnaby"""	12	12
Seismic	"""Seismic"""	12	3
Commercial	"""Commercial"""	12	3
Existing	"""Existing"""	12	8
Certificate	"""Certificate"""	12	3
Technical	"""Technical"""	12	7
Reports	"""Reports"""	12	5
Weed	"""Weed"""	12	12
Field	"""Field"""	12	2
Burnaby	"""Burnaby"""	12	3
Secondary	"""Secondary"""	12	3
Landowner	"""Landowner"""	12	3
Fault	"""Fault"""	12	12
Fugitive	"""Fugitive"""	12	3
Fugitive	"""Fugitive"""	12	2
Landowner	"""Landowner"""	12	2
Grizzly	"""Grizzly"""	12	12
Burnaby	"""Burnaby"""	12	2
Fugitive	"""Fugitive"""	12	3
Emergency	"""Emergency"""	12	2
Offset	"""Offset"""	12	4
Consultation	"""Consultation"""	12	2
Air	"""Air"""	12	12
Full-scale	"""Full-scale"""	12	2
Community	"""Community"""	12	4
Plan	"""Plan"""	12	12
Secondary	"""Secondary"""	12	5
Slack	"""Slack"""	12	2
Nooksack	"""Nooksack"""	12	3
As	"""As"""	12	2
"Aboriginal,"	"""Aboriginal,"""	12	5
Authorizations	"""Authorizations"""	12	12
Air	"""Air"""	12	2
Control	"""Control"""	12	2
Sumas	"""Sumas"""	12	3
Fugitive	"""Fugitive"""	12	3
Construction	"""Construction"""	12	2
Project	"""Project"""	12	6
Implementing	"""Implementing"""	12	5
Traditional	"""Traditional"""	12	4
Joining	"""Joining"""	12	12
Secondary	"""Secondary"""	12	3
Authorizations	"""Authorizations"""	12	3
Emergency	"""Emergency"""	12	2
Training	"""Training"""	12	3
Baseline	"""Baseline"""	12	5
Risk	"""Risk"""	12	3
Updated	"""Updated"""	12	3
"Burnaby,"	"""Burnaby,"""	12	3
Updated	"""Updated"""	12	5
Training	"""Training"""	12	3
Light	"""Light"""	12	12
Ongoing	"""Ongoing"""	12	2
Westridge	"""Westridge"""	12	5
Secondary	"""Secondary"""	12	2
Valve	"""Valve"""	12	3
Authorization(s)	"""Authorization(s)"""	12	3
List	"""List"""	12	2
Water	"""Water"""	12	5
Air	"""Air"""	12	5
SCADA	"""SCADA"""	12	2
1057533	"""1057533"""	12	3
Unless	"""Unless"""	12	0
1057533	"""1057533"""	12	7
At	"""At"""	12	0
file	"""file"""	12	6
construction	"""construction"""	12	0
Unless	"""Unless"""	12	3
construction	"""construction"""	12	7
construction	"""construction"""	12	3
construction	"""construction"""	12	3
construction	"""construction"""	12	3
#9	"""#9"""	12	0
construction	"""construction"""	12	9
#4a)-construction	"""#4a)-construction"""	12	0
#8-	"""#8-"""	12	5
#10-	"""#10-"""	12	4
#11-	"""#11-"""	12	3
#2	"""#2"""	12	0
construction	"""construction"""	12	5
#4b)	"""#4b)"""	12	5
#5-construction	"""#5-construction"""	12	5
Unless	"""Unless"""	12	3
construction	"""construction"""	12	7
#7-For	"""#7-For"""	12	0
#6-On	"""#6-On"""	12	5
#	"""#"""	12	5
Should	"""Should"""	12	5
At	"""At"""	12	3
file	"""file"""	12	5
At	"""At"""	12	0
Enbridge	"""Enbridge"""	12	2
Enbridge	"""Enbridge"""	12	3
At	"""At"""	12	3
Unless	"""Unless"""	12	5
Unless	"""Unless"""	12	7
(3)	"""(3)"""	12	7
(1)	"""(1)"""	12	5
(2)	"""(2)"""	12	1
In	"""In"""	12	1
This	"""This"""	12	3
Westcoast	"""Westcoast"""	12	7
Unless	"""Unless"""	12	3
Enbridge	"""Enbridge"""	12	7
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	0
KEYERA	"""KEYERA"""	12	3
No	"""No"""	12	3
KEYERA	"""KEYERA"""	12	5
KEYERA	"""KEYERA"""	12	0
Unless	"""Unless"""	12	0
file	"""file"""	12	7
Enbridge	"""Enbridge"""	12	0
Glenogle	"""Glenogle"""	12	2
Glenogle	"""Glenogle"""	12	0
In	"""In"""	12	5
In	"""In"""	12	5
Glenogle	"""Glenogle"""	12	4
Glenogle	"""Glenogle"""	12	0
Glenogle	"""Glenogle"""	12	3
file	"""file"""	12	4
Glenogle	"""Glenogle"""	12	0
Glenogle	"""Glenogle"""	12	0
IT	"""IT"""	12	0
IT	"""IT"""	12	7
"1.	M&NP"	"""1.	M&NP"""	12	7
"2.	M&NP"	"""2.	M&NP"""	12	0
All	"""All"""	12	0
No	"""No"""	12	10
Should	"""Should"""	12	10
Additional	"""Additional"""	12	10
Prior	"""Prior"""	12	10
The	"""The"""	12	10
The	"""The"""	12	10
The	"""The"""	12	10
Original	"""Original"""	12	10
TQM	"""TQM"""	12	10
TQM	"""TQM"""	12	0
TQM	"""TQM"""	12	0
Unless	"""Unless"""	12	0
file	"""file"""	12	7
Trans	"""Trans"""	12	0
file	"""file"""	12	0
Trans	"""Trans"""	12	7
Trans	"""Trans"""	12	0
Tans	"""Tans"""	12	0
file	"""file"""	12	0
Bow	"""Bow"""	12	0
Bow	"""Bow"""	12	3
Bow	"""Bow"""	12	0
Bow	"""Bow"""	12	4
file	"""file"""	12	0
Unless	"""Unless"""	12	7
(2)	"""(2)"""	12	7
(7)	"""(7)"""	12	3
(4a)	"""(4a)"""	12	3
(5f)	"""(5f)"""	12	3
(3)	"""(3)"""	12	1
(4f)	"""(4f)"""	12	1
(1)	"""(1)"""	12	1
Subject	"""Subject"""	12	1
(2)	"""(2)"""	12	1
(4c)	"""(4c)"""	12	1
TransCanada	"""TransCanada"""	12	1
(4e)	"""(4e)"""	12	1
(5d)	"""(5d)"""	12	1
(4d)	"""(4d)"""	12	1
(1)	"""(1)"""	12	1
(6)	"""(6)"""	12	1
(5c)	"""(5c)"""	12	1
(5b)	"""(5b)"""	12	1
(4b)	"""(4b)"""	12	1
(5e)	"""(5e)"""	12	1
The	"""The"""	12	1
file	"""file"""	12	1
construction	"""construction"""	12	1
(5a)	"""(5a)"""	12	1
file	"""file"""	12	1
Unless	"""Unless"""	12	6
Keystone	"""Keystone"""	12	7
file	"""file"""	12	2
Unless	"""Unless"""	12	0
Keystone	"""Keystone"""	12	7
Keystone	"""Keystone"""	12	0
1.	"""1."""	12	0
2.	"""2."""	12	3
3.	"""3."""	12	1
4.	"""4."""	12	1
file	"""file"""	12	1
Unless	"""Unless"""	12	3
file	"""file"""	12	7
file	"""file"""	12	3
file	"""file"""	12	3
M&NP	"""M&NP"""	12	0
M&NP	"""M&NP"""	12	0
M&NP	"""M&NP"""	12	0
No	"""No"""	12	0
TCPL	"""TCPL"""	12	3
If	"""If"""	12	1
TCPL	"""TCPL"""	12	1
At	"""At"""	12	1
construction	"""construction"""	12	12
construction	"""construction"""	12	0
construction	"""construction"""	12	5
This	"""This"""	12	2
construction	"""construction"""	12	7
At	"""At"""	12	0
construction	"""construction"""	12	5
On	"""On"""	12	5
construction	"""construction"""	12	2
file	"""file"""	12	5
"""construction"	"""""construction"""	12	0
construction	"""construction"""	12	2
This	"""This"""	12	5
construction	"""construction"""	12	7
construction	"""construction"""	12	2
construction	"""construction"""	12	3
construction	"""construction"""	12	5
construction	"""construction"""	12	0
construction	"""construction"""	12	6
At	"""At"""	12	0
IT	"""IT"""	12	5
NuVista	"""NuVista"""	12	7
NuVista	"""NuVista"""	12	2
NuVista	"""NuVista"""	12	0
Whitecap	"""Whitecap"""	12	0
IT	"""IT"""	12	3
Whitecap	"""Whitecap"""	12	7
In	"""In"""	12	4
file	"""file"""	12	2
Unless	"""Unless"""	12	0
Minell	"""Minell"""	12	7
Minellshall	"""Minellshall"""	12	0
Unless	"""Unless"""	12	0
Minell	"""Minell"""	12	7
Minell	"""Minell"""	12	3
Minell	"""Minell"""	12	3
Minellshall	"""Minellshall"""	12	0
"""file"	"""""file"""	12	3
Westcoast	"""Westcoast"""	12	0
Unless	"""Unless"""	12	3
Enbridge	"""Enbridge"""	12	7
file	"""file"""	12	0
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	5
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	0
file	"""file"""	12	7
MPLL	"""MPLL"""	12	0
MPLL	"""MPLL"""	12	0
MPLLshall	"""MPLLshall"""	12	0
Unless	"""Unless"""	12	0
Trans	"""Trans"""	12	7
Trans	"""Trans"""	12	3
file	"""file"""	12	0
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	2
Unless	"""Unless"""	12	3
file	"""file"""	12	7
Enbridge	"""Enbridge"""	12	0
No	"""No"""	12	0
Unless	"""Unless"""	12	1
TQM	"""TQM"""	12	7
construction	"""construction"""	12	0
file	"""file"""	12	3
This	"""This"""	12	3
file	"""file"""	12	7
construction	"""construction"""	12	0
Unless	"""Unless"""	12	5
Pouce	"""Pouce"""	12	7
file	"""file"""	12	3
Pouce	"""Pouce"""	12	0
Pouce	"""Pouce"""	12	0
Unless	"""Unless"""	12	0
construction	"""construction"""	12	7
file	"""file"""	12	2
Enbridge	"""Enbridge"""	12	0
Enbridge	"""Enbridge"""	12	0
Unless	"""Unless"""	12	3
Alliance	"""Alliance"""	12	7
Alliance	"""Alliance"""	12	3
Unless	"""Unless"""	12	5
Pouce	"""Pouce"""	12	7
Unless	"""Unless"""	12	2
file	"""file"""	12	7
Unless	"""Unless"""	12	0
file	"""file"""	12	7
file	"""file"""	12	0
Unless	"""Unless"""	12	2
construction	"""construction"""	12	7
construction	"""construction"""	12	0
construction	"""construction"""	12	2
SEMC	"""SEMC"""	12	2
SEMC	"""SEMC"""	12	3
SEMC	"""SEMC"""	12	0
If	"""If"""	12	0
ConocoPhillips	"""ConocoPhillips"""	12	5
ConocoPhillips	"""ConocoPhillips"""	12	3
ConocoPhillips	"""ConocoPhillips"""	12	0
If	"""If"""	12	0
Venturion	"""Venturion"""	12	5
file	"""file"""	12	3
Venturion	"""Venturion"""	12	0
Venturion	"""Venturion"""	12	5
Venturion	"""Venturion"""	12	4
Unless	"""Unless"""	12	0
Enbridge	"""Enbridge"""	12	7
construction	"""construction"""	12	3
construction	"""construction"""	12	3
unless	"""unless"""	12	0
construction	"""construction"""	12	7
file	"""file"""	12	0
at	"""at"""	12	0
construction	"""construction"""	12	5
Unless	"""Unless"""	12	0
Operating	"""Operating"""	12	7
Conduct	"""Conduct"""	12	3
Unless	"""Unless"""	12	3
If	"""If"""	12	7
Westcoast	"""Westcoast"""	12	5
Trans	"""Trans"""	12	3
Unless	"""Unless"""	12	3
Trans	"""Trans"""	12	7
Trans	"""Trans"""	12	5
construction	"""construction"""	12	2
construction	"""construction"""	12	0
file	"""file"""	12	3
construction	"""construction"""	12	0
unless	"""unless"""	12	0
Unless	"""Unless"""	12	7
In	"""In"""	12	7
file	"""file"""	12	2
EPWI	"""EPWI"""	12	0
EPWI	"""EPWI"""	12	3
Unless	"""Unless"""	12	2
EPWI	"""EPWI"""	12	7
EPWI	"""EPWI"""	12	0
EPWI	"""EPWI"""	12	2
6.	"""6."""	12	0
EPWI	"""EPWI"""	12	3
file	"""file"""	12	3
EPWI	"""EPWI"""	12	0
Unless	"""Unless"""	12	3
construction	"""construction"""	12	7
construction	"""construction"""	12	3
file	"""file"""	12	3
Ikkuma	"""Ikkuma"""	12	0
Ikkuma	"""Ikkuma"""	12	3
Ikkuma	"""Ikkuma"""	12	5
file	"""file"""	12	0
Pursuant	"""Pursuant"""	12	0
Trans	"""Trans"""	12	2
Champion	"""Champion"""	12	0
Champion	"""Champion"""	12	5
file	"""file"""	12	0
Champion	"""Champion"""	12	0
Champion	"""Champion"""	12	2
Unless	"""Unless"""	12	0
(3)construction	"""(3)construction"""	12	7
(1)	"""(1)"""	12	3
Prior	"""Prior"""	12	3
Plains	"""Plains"""	12	1
Plains	"""Plains"""	12	1
Prior	"""Prior"""	12	1
Plains	"""Plains"""	12	1
Prior	"""Prior"""	12	1
Sunset	"""Sunset"""	12	6
Construction	"""Construction"""	12	7
Conditions	"""Conditions"""	12	5
Manuals	"""Manuals"""	12	0
Complaint	"""Complaint"""	12	3
Commitments	"""Commitments"""	12	5
	""""""	12	5
Environmental	"""Environmental"""	12	0
Alternative	"""Alternative"""	12	2
Project	"""Project"""	12	2
Heritage	"""Heritage"""	12	0
	""""""	12	5
Post-construction	"""Post-construction"""	12	5
Condition	"""Condition"""	12	2
file	"""file"""	12	0
"""TNPI"	"""""TNPI"""	12	0
Bonavista	"""Bonavista"""	12	3
Pembina	"""Pembina"""	12	5
Unless	"""Unless"""	12	11
Enbridge	"""Enbridge"""	12	7
Enbridge	"""Enbridge"""	12	3
"""Based"	"""""Based"""	12	3
TMPL	"""TMPL"""	12	3
file	"""file"""	12	0
TMPL	"""TMPL"""	12	0
Unless	"""Unless"""	12	0
TMPL	"""TMPL"""	12	7
construction	"""construction"""	12	2
construction	"""construction"""	12	2
construction	"""construction"""	12	2
construction	"""construction"""	12	3
construction	"""construction"""	12	5
construction	"""construction"""	12	3
construction	"""construction"""	12	2
construction	"""construction"""	12	0
construction	"""construction"""	12	2
Unless	"""Unless"""	12	5
Should	"""Should"""	12	7
construction	"""construction"""	12	2
Unless	"""Unless"""	12	3
Ikkuma	"""Ikkuma"""	12	7
file	"""file"""	12	4
Ikkuma	"""Ikkuma"""	12	0
file	"""file"""	12	0
Prior	"""Prior"""	12	3
Unless	"""Unless"""	12	3
a)	"""a)"""	12	7
MPLL	"""MPLL"""	12	3
Prior	"""Prior"""	12	3
file	"""file"""	12	3
Prior	"""Prior"""	12	0
file	"""file"""	12	3
construction	"""construction"""	12	3
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
Ruger	"""Ruger"""	12	7
Ruger	"""Ruger"""	12	2
Ruger	"""Ruger"""	12	8
file	"""file"""	12	12
Ruger	"""Ruger"""	12	2
Ruger	"""Ruger"""	12	0
Ruger	"""Ruger"""	12	0
Ruger	"""Ruger"""	12	0
Ruger	"""Ruger"""	12	2
Blackbird	"""Blackbird"""	12	2
Unless	"""Unless"""	12	0
file	"""file"""	12	7
Blackbird	"""Blackbird"""	12	2
In	"""In"""	12	10
file	"""file"""	12	2
Blackbird	"""Blackbird"""	12	0
Ruger	"""Ruger"""	12	5
Ruger	"""Ruger"""	12	0
Enbridge	"""Enbridge"""	12	3
file	"""file"""	12	3
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
Westcoast	"""Westcoast"""	12	7
file	"""file"""	12	0
Westcoast	"""Westcoast"""	12	0
Westcoast	"""Westcoast"""	12	2
Unless	"""Unless"""	12	0
Westcoast	"""Westcoast"""	12	7
file	"""file"""	12	3
Westcoast	"""Westcoast"""	12	0
Unless	"""Unless"""	12	3
Westcoast	"""Westcoast"""	12	7
Unless	"""Unless"""	12	5
Welding	"""Welding"""	12	7
Operational	"""Operational"""	12	3
Section	"""Section"""	12	12
Programs	"""Programs"""	12	0
Noise	"""Noise"""	12	6
Order	"""Order"""	12	2
Condition	"""Condition"""	12	7
Outstanding	"""Outstanding"""	12	0
Operational	"""Operational"""	12	12
Facilities	"""Facilities"""	12	12
Landowners	"""Landowners"""	12	2
Construction	"""Construction"""	12	12
Breeding	"""Breeding"""	12	9
Timing	"""Timing"""	12	2
Slope	"""Slope"""	12	5
Protection	"""Protection"""	12	3
Breeding	"""Breeding"""	12	2
Section	"""Section"""	12	2
Operational	"""Operational"""	12	0
Condition	"""Condition"""	12	12
Operational	"""Operational"""	12	0
Pipeline	"""Pipeline"""	12	12
Outstanding	"""Outstanding"""	12	2
Programs	"""Programs"""	12	12
Geotechnical	"""Geotechnical"""	12	6
Welding	"""Welding"""	12	3
Construction	"""Construction"""	12	3
Strain	"""Strain"""	12	9
Landowners	"""Landowners"""	12	3
Certificate	"""Certificate"""	12	12
Landowners	"""Landowners"""	12	7
Aboriginal	"""Aboriginal"""	12	12
Condition	"""Condition"""	12	12
Construction	"""Construction"""	12	0
Finalized	"""Finalized"""	12	5
Commitments	"""Commitments"""	12	2
Pressure	"""Pressure"""	12	5
Watercourse	"""Watercourse"""	12	3
Condition	"""Condition"""	12	2
Minimally-Invasive	"""Minimally-Invasive"""	12	0
Requirement	"""Requirement"""	12	3
Final	"""Final"""	12	5
Pipeline	"""Pipeline"""	12	3
Operational	"""Operational"""	12	3
Engineering	"""Engineering"""	12	12
Operation	"""Operation"""	12	0
Hardisty	"""Hardisty"""	12	3
Order	"""Order"""	12	2
Commitments	"""Commitments"""	12	7
9	"""9"""	12	5
Decommissioning	"""Decommissioning"""	12	9
9	"""9"""	12	12
Aboriginal	"""Aboriginal"""	12	9
Decommissioning	"""Decommissioning"""	12	12
Emergency	"""Emergency"""	12	12
Authorizations	"""Authorizations"""	12	9
Air	"""Air"""	12	2
Post-Construction	"""Post-Construction"""	12	2
Decommissioned	"""Decommissioned"""	12	2
Decommissioning	"""Decommissioning"""	12	2
Environmental	"""Environmental"""	12	3
Construction	"""Construction"""	12	0
Outstanding	"""Outstanding"""	12	5
Construction	"""Construction"""	12	2
Field	"""Field"""	12	5
Status	"""Status"""	12	3
Heritage	"""Heritage"""	12	3
Buoyancy	"""Buoyancy"""	12	12
Pipeline	"""Pipeline"""	12	3
Decommissioning	"""Decommissioning"""	12	3
Field	"""Field"""	12	12
Pressure	"""Pressure"""	12	3
Aboriginal	"""Aboriginal"""	12	3
Contingency	"""Contingency"""	12	12
Operational	"""Operational"""	12	2
Condition	"""Condition"""	12	12
Depth	"""Depth"""	12	0
Aboriginal	"""Aboriginal"""	12	3
Temporary	"""Temporary"""	12	12
Heritage	"""Heritage"""	12	5
Noise	"""Noise"""	12	12
Outstanding	"""Outstanding"""	12	2
Decommissioning	"""Decommissioning"""	12	12
Construction	"""Construction"""	12	12
Decommissioning	"""Decommissioning"""	12	5
Pengrowth	"""Pengrowth"""	12	12
Pengrowth	"""Pengrowth"""	12	8
Conduct	"""Conduct"""	12	8
Unless	"""Unless"""	12	3
construction	"""construction"""	12	7
construction	"""construction"""	12	5
construction	"""construction"""	12	5
Unless	"""Unless"""	12	5
construction	"""construction"""	12	7
construction	"""construction"""	12	5
	""""""	12	5
"""No"	"""""No"""	12	6
TransCanada	"""TransCanada"""	12	3
If	"""If"""	12	6
No	"""No"""	12	3
5.	"""5."""	12	3
Unless	"""Unless"""	12	3
Unless	"""Unless"""	12	7
construction	"""construction"""	12	7
construction	"""construction"""	12	5
Should	"""Should"""	12	5
file	"""file"""	12	2
"""TNPI"	"""""TNPI"""	12	0
Unless	"""Unless"""	12	3
Trans	"""Trans"""	12	7
file	"""file"""	12	0
Enbridge	"""Enbridge"""	12	0
Enbridge	"""Enbridge"""	12	4
Unless	"""Unless"""	12	0
construction	"""construction"""	12	7
construction	"""construction"""	12	2
Unless	"""Unless"""	12	12
construction	"""construction"""	12	7
construction	"""construction"""	12	2
Unless	"""Unless"""	12	3
	""""""	12	7
Phase	"""Phase"""	12	0
Closure	"""Closure"""	12	2
Sunset	"""Sunset"""	12	2
Condition	"""Condition"""	12	7
Condition	"""Condition"""	12	2
file	"""file"""	12	0
file	"""file"""	12	0
construction	"""construction"""	12	0
Unless	"""Unless"""	12	5
file	"""file"""	12	0
Unless	"""Unless"""	12	0
construction	"""construction"""	12	7
construction	"""construction"""	12	3
construction	"""construction"""	12	5
construction	"""construction"""	12	5
Unless	"""Unless"""	12	0
construction	"""construction"""	12	7
Unless	"""Unless"""	12	5
Unless	"""Unless"""	12	7
Unless	"""Unless"""	12	7
Enbridge	"""Enbridge"""	12	7
Westcoast	"""Westcoast"""	12	3
Westcoast	"""Westcoast"""	12	3
Unless	"""Unless"""	12	0
Westcoast	"""Westcoast"""	12	7
Westcoast	"""Westcoast"""	12	4
Unless	"""Unless"""	12	3
Westcoast	"""Westcoast"""	12	7
Westcoast	"""Westcoast"""	12	3
Westcoast	"""Westcoast"""	12	5
file	"""file"""	12	0
Westcoast	"""Westcoast"""	12	0
"""On"	"""""On"""	12	2
Unless	"""Unless"""	12	2
TransCanada	"""TransCanada"""	12	7
TransCanada	"""TransCanada"""	12	0
TransCanada	"""TransCanada"""	12	3
TransCanada	"""TransCanada"""	12	0
Unless	"""Unless"""	12	5
construction	"""construction"""	12	7
construction	"""construction"""	12	5
Trans	"""Trans"""	12	5
Unless	"""Unless"""	12	3
file	"""file"""	12	7
Trans	"""Trans"""	12	0
Unless	"""Unless"""	12	0
Unless	"""Unless"""	12	7
file	"""file"""	12	7
Trans	"""Trans"""	12	0
Unless	"""Unless"""	12	3
construction	"""construction"""	12	7
construction	"""construction"""	12	0
Unless	"""Unless"""	12	2
Westcoast	"""Westcoast"""	12	7
Unless	"""Unless"""	12	5
Unless	"""Unless"""	12	7
construction	"""construction"""	12	7
construction	"""construction"""	12	5
construction	"""construction"""	12	2
For	"""For"""	12	5
file	"""file"""	12	2
construction	"""construction"""	12	0
construction	"""construction"""	12	2
Unless	"""Unless"""	12	0
construction	"""construction"""	12	7
construction	"""construction"""	12	5
Access	"""Access"""	12	5
Quantification	"""Quantification"""	12	2
Hydrostatic	"""Hydrostatic"""	12	2
Caribou	"""Caribou"""	12	2
Grizzly	"""Grizzly"""	12	2
construction	"""construction"""	12	2
	""""""	12	0
Condition	"""Condition"""	12	3
Offsets	"""Offsets"""	12	0
Sunset	"""Sunset"""	12	2
Slope	"""Slope"""	12	7
	""""""	12	3
Navigation	"""Navigation"""	12	3
Environmental	"""Environmental"""	12	2
construction	"""construction"""	12	2
Monitoring	"""Monitoring"""	12	5
	""""""	12	5
construction	"""construction"""	12	2
Quantification	"""Quantification"""	12	5
Geotechnical	"""Geotechnical"""	12	2
construction	"""construction"""	12	3
Pipeline	"""Pipeline"""	12	5
construction	"""construction"""	12	3
Peace	"""Peace"""	12	8
Tolling	"""Tolling"""	12	2
construction	"""construction"""	12	8
Noise	"""Noise"""	12	0
	""""""	12	2
	""""""	12	2
5.	"""5."""	12	3
Construction	"""Construction"""	12	7
Final	"""Final"""	12	5
Authorizations	"""Authorizations"""	12	3
Programs	"""Programs"""	12	2
construction	"""construction"""	12	3
Visual	"""Visual"""	12	8
construction	"""construction"""	12	5
Finalized	"""Finalized"""	12	0
Welding	"""Welding"""	12	2
Construction	"""Construction"""	12	3
Cathodic	"""Cathodic"""	12	5
Construction	"""Construction"""	12	3
construction	"""construction"""	12	5
Trenchless	"""Trenchless"""	12	5
Filing	"""Filing"""	12	2
Peace	"""Peace"""	12	8
construction	"""construction"""	12	5
Caribou	"""Caribou"""	12	5
Commitments	"""Commitments"""	12	2
North	"""North"""	12	5
construction	"""construction"""	12	8
4.	"""4."""	12	5
Unless	"""Unless"""	12	8
Unless	"""Unless"""	12	7
Tolls	"""Tolls"""	12	7
"""The"	"""""The"""	12	0
"""Consistent"	"""""Consistent"""	12	0
The	"""The"""	12	0
Alliance	"""Alliance"""	12	0
Unless	"""Unless"""	12	3
Alliance	"""Alliance"""	12	7
file	"""file"""	12	0
Alliance	"""Alliance"""	12	0
M&NP	"""M&NP"""	12	0
M&NP	"""M&NP"""	12	6
Unless	"""Unless"""	12	0
M&NP	"""M&NP"""	12	7
